c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment
117704,Customer#000117704,"PpMFM,5KjnVfbP,Z7ZQu",2,12-845-896-8336,616.67,BUILDING
86828,Customer#000086828,"i,R,4Wmy1u",8,18-718-752-5293,6768.66,HOUSEHOLD
120467,Customer#000120467,0uP8I0DKaC4ALwRGBiQkEdDDRNR,1,11-300-770-5160,2732.43,HOUSEHOLD
16369,Customer#000016369,RA 7ww6dq V,4,14-488-685-4462,2111.67,MACHINERY
107434,Customer#000107434,okcYvUDUIZPavW7nCcRmiMLFNDitIWiV3Cub5W,19,29-972-543-2204,7716.42,HOUSEHOLD
77137,Customer#000077137,FYdar1lUoomDXRMqc6HkHzwe8p5V,7,17-696-949-9200,3870.02,HOUSEHOLD
109285,Customer#000109285,CvTFlDwMpL55Ho0zxCvjJfn4kV,19,29-263-384-5215,3813.34,FURNITURE
55258,Customer#000055258,ZMRZmEXVzk m7dAZgQ5nSQUBXhPHvcpKdNoN,2,12-403-620-8817,9814.56,FURNITURE
44740,Customer#000044740,rqylH8080cU6lQPQb,3,13-277-261-4796,8226.23,FURNITURE
6902,Customer#000006902,bDR25t GnLkoK,6,16-378-380-3108,7453.93,HOUSEHOLD
17293,Customer#000017293,"OiF0QfQGy0YOB k5,jcpsFokLBWIoUjCV5aHXx",1,11-187-890-7018,-413.55,HOUSEHOLD
20287,Customer#000020287,"ta,g82geW o2hrX0y4nsAxUBJTnwcE31r9",20,30-514-581-4453,9353.93,MACHINERY
128611,Customer#000128611,lApBRenn8u,7,17-593-280-5044,2119.91,AUTOMOBILE
16177,Customer#000016177,GPiFZu56QkrI2h3zdyuLv2jFyIuLIhu,22,32-224-637-5561,2885.45,MACHINERY
50803,Customer#000050803,"dqdiQYQr,0CxMDiqDIAhlxaN6rsP",2,12-609-857-4681,-484.01,HOUSEHOLD
42923,Customer#000042923,"QagkEMQay5WuGcgAN1KMiQ8,",19,29-314-391-9812,4968.47,FURNITURE
110284,Customer#000110284,OGzub2KZH5kWHeCoebT5,5,15-702-645-3615,7475.60,HOUSEHOLD
50131,Customer#000050131,dJsKanCAvN1F0f5LLlQDrqNAf95SpcEkA,15,25-528-579-7613,-28.80,BUILDING
95882,Customer#000095882,g9nQlgNXgLb IaO5CO32ZipBQt24YQ,19,29-667-518-4175,568.33,FURNITURE
129964,Customer#000129964,Lb7qjMetkJB1g8Z1r,14,24-839-673-5679,-512.82,BUILDING
73147,Customer#000073147,9YUHTxSBColFWf9bY XRQ,9,19-560-467-5890,-372.53,HOUSEHOLD
47089,Customer#000047089,qo5C5Lo8Rq2pqkYrjxuWTaMWbkdtIX9Qgh50mMqT,0,10-859-738-1645,4299.57,AUTOMOBILE
61282,Customer#000061282,"Z1TKp0K9zG3,khsyzStaU7iDERrlKh0z1BAQu",19,29-703-976-4658,3775.98,MACHINERY
66721,Customer#000066721,3VbDNqeTenVRbf4KZYNKq7ANMpsULp,24,34-899-852-5762,1667.78,HOUSEHOLD
69847,Customer#000069847,ARyrVQvDtnQ0WQBHFlsqMWWY7Vda6qBH8A77TNeE,24,34-727-370-7668,6926.01,MACHINERY
124258,Customer#000124258,"PT Umob26FprRAm,EfTIW",3,13-746-458-5748,9395.39,FURNITURE
92354,Customer#000092354,sAPUpVdiwvHS0gnVHskJ5fkYWtu1,12,22-390-220-7815,4845.31,BUILDING
123547,Customer#000123547,"YaHM6uwH6z0G1iOWN2Q2az6MSV2TJ,w910",12,22-724-644-2542,9498.52,BUILDING
75851,Customer#000075851,"BjKR2qvZ0QkeEqjJaH,UJENC4eQCBIv66BUMEg",13,23-468-695-9190,4700.18,MACHINERY
98035,Customer#000098035,tqwo0aO0DzUc,21,31-529-280-6590,9635.75,AUTOMOBILE
146101,Customer#000146101,orqnDR78tsHE00A,13,23-334-545-5754,5068.26,AUTOMOBILE
143764,Customer#000143764,I2gGGKdQ1Gk,5,15-138-364-2527,2774.20,MACHINERY
114170,Customer#000114170,"YzjLJO46xfC9k2XEoCU3HWQlf,Wb6MQZPD",16,26-415-446-4828,1065.80,AUTOMOBILE
8878,Customer#000008878,"pv,NM71c,5YqOHk3ICO1XG",17,27-989-842-3131,6076.10,HOUSEHOLD
45539,Customer#000045539,"e TkQE2Ki,fos,gIF",10,20-361-155-9436,9122.70,BUILDING
64151,Customer#000064151,"oNSDUiHbispumXF3c6Ne ,1S5ncnHRDlHZWQKw",11,21-938-159-3724,1292.63,FURNITURE
53632,Customer#000053632,DIFDNF4MDlHqXJ4fv2,22,32-542-603-9021,1224.60,AUTOMOBILE
82877,Customer#000082877,",V0kXQJ1ZGdSKTIMh9xh",11,21-372-185-4236,6726.20,HOUSEHOLD
4448,Customer#000004448,1eKNJk59ee4xgOzBCpRErWE1dA3LEIC0UaKXrc,3,13-179-806-6742,9514.53,HOUSEHOLD
90997,Customer#000090997,EOiV8ZyQw4LdLdbF8CL8hsgQ,10,20-394-850-3185,654.00,MACHINERY
106133,Customer#000106133,"W0JrITvOgaAUO33yBjNtfxDU5EKG,xsVFTqD",4,14-301-214-8009,5799.12,BUILDING
143420,Customer#000143420,xZVJFctP18c4pRlyhnLZbQXKeGRIfi2QHit1p,5,15-835-483-4925,3371.14,MACHINERY
90979,Customer#000090979,HkKJMzhxdEic4ttO0NSWk5IJQPJb,9,19-554-741-4293,6017.84,FURNITURE
17996,Customer#000017996,06EcMl8 WJNv6,2,12-863-364-5957,7574.54,MACHINERY
44384,Customer#000044384,xkcXBINu79QmjCbQcecZiG8AWVVt9,5,15-931-915-5831,5488.44,MACHINERY
81844,Customer#000081844,whW6B5NIS p7UnzxW2onu0oEGep,22,32-855-663-8474,7570.10,AUTOMOBILE
146753,Customer#000146753,J9kpFqv1WtXut4SX,1,11-770-346-9829,7596.93,AUTOMOBILE
119155,Customer#000119155,"M1RfETT6Q,NU1 jkuGKqt6y1",1,11-630-530-5906,9610.85,AUTOMOBILE
60988,Customer#000060988,DF jAkPN1Svq,3,13-559-698-9733,161.59,MACHINERY
60269,Customer#000060269,d0xK5quV31JX4MFuD aZyq,6,16-775-972-8504,2834.65,FURNITURE
121651,Customer#000121651,"YhS9FnYak4ADQ9dXwKzi2cKiDBL,AgBBJaFoookC",5,15-920-620-3002,9404.86,FURNITURE
10315,Customer#000010315,xkaxQCghtnBuvv7fpp3vgG,9,19-855-105-7799,9766.55,MACHINERY
32326,Customer#000032326,YZhO0e0CSq4dCz12ijcKsAxr71DHgde,22,32-215-299-2272,8681.76,FURNITURE
107381,Customer#000107381,"f,svpREuQiY3W4q5S7N2a1dJTSmDsItvaFUGG",23,33-441-817-9756,1302.11,MACHINERY
37306,Customer#000037306,bO2AAwnb2z5p7Sgmf9RUvaqPUV2,5,15-177-859-8379,3281.53,AUTOMOBILE
78068,Customer#000078068,"vShCL2b,4rbGBEVs7hG30bPrnNpOx",5,15-851-294-8108,8446.86,HOUSEHOLD
27502,Customer#000027502,"KA,6,QneA59 fxNQrrZSRFDm",3,13-784-271-6818,7786.42,BUILDING
43576,Customer#000043576,Bs ji7ud8h7ws93rhNrAYiXJz,12,22-217-270-8367,3985.40,AUTOMOBILE
99725,Customer#000099725,dGQv8LIw8xXod72jNbdO2Z2ib4jJ,24,34-320-139-6946,6169.71,HOUSEHOLD
149761,Customer#000149761,"uhDDV,e1D3f32s2zmrufuqVw,jWXbsPIPH",3,13-736-673-1576,-34.50,MACHINERY
5636,Customer#000005636,AomKSj8evO,0,10-498-312-8724,4776.12,AUTOMOBILE
125755,Customer#000125755,GVxIUkARAzCEYw,6,16-743-884-1627,2057.70,MACHINERY
31288,Customer#000031288,pZq0IiLQG9fkmMn,24,34-101-346-1113,5819.70,FURNITURE
145745,Customer#000145745,"H6I6BHnRJFcT58QIYz,vMNvYHwS9D9Y4cSfrc",10,20-528-280-7675,9540.79,MACHINERY
13868,Customer#000013868,e1XYg3zysU5ovPQbPGrGd7,6,16-801-241-3578,606.17,AUTOMOBILE
5203,Customer#000005203,YWRJLzISsxF3pF xieqTf5uuJd2LI3X,11,21-428-792-2397,-990.61,FURNITURE
81544,Customer#000081544,CFSOJd1kvSbD520bqPj B22DgZCQK0,24,34-330-151-3260,9368.00,AUTOMOBILE
8054,Customer#000008054,O4XpZxBdKdHU,1,11-157-455-9366,-935.52,HOUSEHOLD
90397,Customer#000090397,XvZ 3j6MozTHG5Yawlnv9vJfEP5OTw nTLz,11,21-106-774-1161,7960.71,BUILDING
148868,Customer#000148868,BCyGKo79gjQjJ9PHCmwAutfkjki0DDXe,1,11-757-491-6310,7084.44,AUTOMOBILE
58586,Customer#000058586,8BSDCVcXvth9uVJ0Eg2YWTZvs85lXisr,10,20-278-631-5680,7067.38,FURNITURE
146680,Customer#000146680,zF5WkYPBcEpgrDI KHdjLSVwNB264zw,3,13-858-642-3263,7887.59,FURNITURE
4807,Customer#000004807,BwJ5vmkJTo,10,20-630-551-4752,7493.01,HOUSEHOLD
127636,Customer#000127636,HEC16ACLjj 6B4FFC2Ns3WTdp,2,12-766-365-3300,2905.92,BUILDING
134965,Customer#000134965,MwTl3rCyGChJrfrEzfUM37o K83ySU0qweBQY8,8,18-714-472-1097,2185.67,HOUSEHOLD
120632,Customer#000120632,0 IhQ0B8kZz6Ospg2WKpZ,15,25-807-888-5960,3680.01,MACHINERY
107938,Customer#000107938,"xNOjfWgj5rWBY5de PQoU4g,tZe",14,24-478-130-7526,3491.29,MACHINERY
102910,Customer#000102910,"lJpabqwjEoPSv17w0Roq23VeN,",1,11-979-547-1099,9695.27,AUTOMOBILE
36628,Customer#000036628,"d0Yrxen,LOs4Ff6AuMLUtRihSu nIuHVB8sX",3,13-936-994-3083,4800.83,BUILDING
22351,Customer#000022351,6k9jnSsTN qPv6JQKTdHqr,19,29-962-318-1419,8999.10,BUILDING
81202,Customer#000081202,qGHqqsDSapq1r,15,25-368-612-6037,4173.95,AUTOMOBILE
86575,Customer#000086575,zM8VpTc8mN8FH3hhSB,14,24-285-938-5455,2829.32,BUILDING
81223,Customer#000081223,u1nDHg20RqeDb3rKDIywOaxZWQeqTunXFL,6,16-372-586-6840,321.85,HOUSEHOLD
146761,Customer#000146761,6E5OssuEeHwySIVGR4kz3oJ6I5lHX0,3,13-254-587-3786,9741.36,FURNITURE
88312,Customer#000088312,Y9CfRauBOYBfUWUJS,2,12-501-601-5598,18.46,BUILDING
61696,Customer#000061696, 47jrmWWASSUqsbIJetkOe7788Y,21,31-840-473-3298,1584.50,MACHINERY
144802,Customer#000144802,DxTNbZw2qvWR,0,10-981-752-1639,2033.55,FURNITURE
116402,Customer#000116402,wZwgNkEX3f,2,12-739-461-9096,7660.79,MACHINERY
78763,Customer#000078763,A ezruy 70fMlc49sLD4I5H8GkZaNRizM,24,34-918-863-9850,-798.29,HOUSEHOLD
41587,Customer#000041587,"q1m3R9W8cDm4wWbi,gyRgUnrw,nVvPw6JqD",9,19-982-815-7101,8573.58,FURNITURE
24169,Customer#000024169,"paItHa33,H6gMUw kRPyNVeA eDILI8fsujfv49v",5,15-363-892-8038,6738.41,HOUSEHOLD
40160,Customer#000040160,j56FmuDlz8eEN5TkbBRTf,22,32-288-933-9385,5302.50,AUTOMOBILE
64837,Customer#000064837,",0L1ALAfDJDX1",9,19-315-375-1141,6816.22,HOUSEHOLD
23744,Customer#000023744,cOMzUO3SFyV95xA1DG,0,10-137-960-6638,8978.43,MACHINERY
79195,Customer#000079195,"Fenukju8BM2NbWkSiZi2DC6A4u,",22,32-856-222-2987,6320.54,BUILDING
88025,Customer#000088025,up12LeM4YyYnoKk8TREBA5aaVhDXu178L3BL,8,18-595-474-2065,3611.34,BUILDING
115219,Customer#000115219,TKQ0VReKyNkGyx0FbopDbistw06CJ,21,31-118-686-7087,469.02,FURNITURE
37985,Customer#000037985,hJD0ew8a69SqXeLb1Ms cSEcZk,14,24-717-578-3005,2296.82,MACHINERY
29381,Customer#000029381,DpudElAoFh,21,31-927-733-3726,2966.88,MACHINERY
91835,Customer#000091835,dvrqmjRrDRn fE,8,18-669-940-4739,4099.08,MACHINERY
141649,Customer#000141649,zZeFy9ta31,2,12-845-903-5974,9128.60,HOUSEHOLD
83545,Customer#000083545,WBqm2vhxAc7SN4h0K 825FLBpiT,14,24-917-588-5010,883.74,BUILDING
54722,Customer#000054722,7oHqM3QHWoHmtUAZ3JbkBMgIhUfc,13,23-603-830-7009,9388.66,AUTOMOBILE
65624,Customer#000065624,",Joo3Jym7UVfSLU WMXe03dsWFGeBGsQCp4",19,29-385-953-6550,2464.01,HOUSEHOLD
18286,Customer#000018286,mhtAPHdOEo6de896Neae7s,20,30-843-487-2177,1031.94,AUTOMOBILE
127039,Customer#000127039,"V9ZYV2krdD7AB,twb",4,14-322-977-3648,5517.92,HOUSEHOLD
95059,Customer#000095059,OxFtWNehbGtZYpsmAoyC,24,34-939-356-8069,9819.34,AUTOMOBILE
19807,Customer#000019807,X8iafowCxlc zdKAAMRgyO,16,26-219-938-4380,5488.41,BUILDING
130696,Customer#000130696,8bh3UDj0j9aYvQtI3NqcCPDfdm2cE5p ,1,11-552-984-4666,-536.55,BUILDING
140215,Customer#000140215,qahKAGT04wovv4ZGjDEdVp,2,12-362-418-8078,1783.18,HOUSEHOLD
139475,Customer#000139475,SY 42uSJ70f B J6TN,1,11-671-206-6478,3476.20,HOUSEHOLD
14924,Customer#000014924,xwpfwFQBOGSWhsYizZEdpxvEavW,0,10-396-769-3339,9242.58,FURNITURE
104320,Customer#000104320,UEa2Ce1XWEZixeWHaV9yBGbao8Ox1q,24,34-192-132-1417,9819.95,MACHINERY
27235,Customer#000027235,"thKseJIc2t00SoHukujP,Re,A2A8n0FIN",24,34-600-114-7955,4255.56,AUTOMOBILE
38248,Customer#000038248,HvjSFaIzwxfr 0IcpGtL,12,22-141-815-8813,6359.18,BUILDING
67502,Customer#000067502,"trfoZnpNWf71uKtHbNOsk4o,yG j9MKU2",12,22-437-533-1605,7467.19,BUILDING
49693,Customer#000049693,8HDBhp6o7UPYO90IvGIgr1hUbgG8AGScl9Ar8z,4,14-162-830-9964,8275.98,FURNITURE
16027,Customer#000016027,kz24X8h7V8znualtgTHM3fBE0 nQSGm,14,24-321-180-4933,-331.67,AUTOMOBILE
149692,Customer#000149692,mbZ Fafi4jWJ8harmmcqBWm1xjQTH,1,11-924-629-6254,9298.00,MACHINERY
104050,Customer#000104050,"jCmqbH2DDQzrpG,",3,13-360-751-1510,5461.50,HOUSEHOLD
41687,Customer#000041687,MvZX1 Y50PlwEt,16,26-144-784-8545,2128.77,BUILDING
81628,Customer#000081628,4t4MsSUD8qy9KIiPyJTDimS693tTLEehjUz,21,31-380-100-8488,5933.31,HOUSEHOLD
133781,Customer#000133781,dzPnKx56Eo49fYfTmjjqOZq03E2t,0,10-970-880-8432,4913.55,MACHINERY
134557,Customer#000134557,aUGQXkCHpRdu5jm4fW1JAZKF,21,31-389-318-5773,-472.43,FURNITURE
98575,Customer#000098575,4B7eVBosHhS0,14,24-438-415-7911,220.04,BUILDING
106795,Customer#000106795,5F0o9HjBk0T1Tnx0nMV4v4bTAkO,24,34-816-954-5409,8661.89,MACHINERY
92132,Customer#000092132,yd7emI2K7kqtIiWU93wJyLnsy6P8z8Bu v32hs n,8,18-913-829-5112,2632.30,BUILDING
95728,Customer#000095728,"DyAJZMOC4XP0bNxpm,EZvXgW4ISUuCQkgK ",23,33-559-733-2712,5735.46,AUTOMOBILE
117211,Customer#000117211,Zk0jwL 1Wu6NmqutYUkr9XQ0fHS0l,9,19-158-260-2069,3980.28,MACHINERY
88079,Customer#000088079,"NWM4Yu1alNgh7WhWu,MVY9fmuQEWAxWu kLv",7,17-320-580-2817,8005.54,BUILDING
52148,Customer#000052148,"tcNR6suySs,2",10,20-854-866-6862,8851.70,FURNITURE
25420,Customer#000025420,w1DfmR wnxMuD,18,28-476-124-4873,6109.93,AUTOMOBILE
136591,Customer#000136591,eTKFBhIh3 Je3voZ0d92TqSTZSANx7nnLHVR,2,12-553-998-4716,647.22,MACHINERY
96293,Customer#000096293,dPfP7FekAEC9kz6VFA0 WGA mZYK y,1,11-620-272-9991,496.18,HOUSEHOLD
15314,Customer#000015314,Zth20gZgUkl3aoaveHSd38e,16,26-468-843-4644,-508.78,FURNITURE
91312,Customer#000091312,tqWsUX tRrqZdhWRgYHBItfcDAz0M,19,29-797-932-1626,6578.74,AUTOMOBILE
32072,Customer#000032072,"YA0TYPMJz,Odrh02602wEQJBI",5,15-238-648-4836,3364.88,FURNITURE
6781,Customer#000006781,hjgOEQCNYiCKQTwECBEJ6pMsKqhNJH1oRj,21,31-556-362-4055,-21.79,AUTOMOBILE
101891,Customer#000101891,yIeKZ9Um0APKP,21,31-258-176-3766,6788.46,BUILDING
136673,Customer#000136673,"rycworfyXJuo,3r",21,31-761-428-7260,8879.05,FURNITURE
91021,Customer#000091021,Lm11QrYVavORk1I9 1cSqAUJRRWdkm,23,33-708-964-8935,4006.42,FURNITURE
17602,Customer#000017602,fSa5ROKJC7r68AiZWaN,23,33-214-916-1790,4364.54,MACHINERY
130022,Customer#000130022,6Zz4KDO42nlUfX,14,24-576-250-3733,7637.00,MACHINERY
95575,Customer#000095575,pf27cv0ktbOt7MZgRvv,19,29-460-902-4483,730.42,BUILDING
111935,Customer#000111935,2qyUOqFxVaEx3,17,27-895-273-5006,3507.56,BUILDING
50536,Customer#000050536,T65dvzldTzltiRYpMjEW0gd7tsD,23,33-463-613-5946,1487.62,FURNITURE
57244,Customer#000057244,1lNJqREEyPqcGDSpG4Cqfyr,13,23-194-539-6006,4364.16,AUTOMOBILE
128011,Customer#000128011,neAs w1tOde,2,12-840-765-4059,9351.76,HOUSEHOLD
81806,Customer#000081806,ftvajaNPaDdKuGNBzYkTr0eM89,13,23-123-862-4280,5250.50,AUTOMOBILE
120538,Customer#000120538,"msoEoo1Thr,RIeO",3,13-228-246-4727,610.61,BUILDING
137014,Customer#000137014,"wrrB4ERgI7wlW ,l29qVld2WBn",13,23-538-220-3496,1772.84,AUTOMOBILE
13445,Customer#000013445,"fpvYSmup,PQc",5,15-211-239-5516,244.42,MACHINERY
90059,Customer#000090059,UJN1fhmRMvh8gSrWqCHaCed aR,12,22-735-535-6587,2444.30,BUILDING
27256,Customer#000027256,EYxXHVN1WbdKrkVZK60c7o,2,12-833-907-8461,3092.62,FURNITURE
28688,Customer#000028688,1aAvJpABmCGl Jw3,3,13-881-328-4251,3225.30,BUILDING
62632,Customer#000062632,"t,z3a0FFwI50Wxt2nedST",20,30-844-328-6002,916.28,AUTOMOBILE
36202,Customer#000036202,RjaJhZFvlMquaL3XZNetfSHJoAOr,3,13-530-430-2498,7899.80,AUTOMOBILE
142625,Customer#000142625,46P ImrxHuNBgZY1dRVDYehLQawIYmVdmTC,9,19-513-786-5011,4798.98,FURNITURE
46610,Customer#000046610,rUHtunpoU9JPCQ,5,15-676-172-5691,6836.29,HOUSEHOLD
54319,Customer#000054319,wMHmbcrS7R4o4HbPj7,16,26-331-646-3760,6697.90,HOUSEHOLD
125521,Customer#000125521,"ZkICVtnrLhwuDy4xGvOyeGr41rDL,NNK6X5nX",5,15-422-157-4174,9066.48,AUTOMOBILE
13943,Customer#000013943,7KvPtRd9V4HBga1BDre,8,18-615-147-2423,6559.81,HOUSEHOLD
81547,Customer#000081547,"kyv AGTDlie3SzLSMIdpYi,LwOd7Zw89Q",9,19-468-138-8031,-61.20,FURNITURE
133132,Customer#000133132,rNIYWT4i3czzX,13,23-243-621-7620,4144.64,AUTOMOBILE
46225,Customer#000046225,"XU0u3o,H,ZAQR,axnHp7HzfiHof OFRTZMbN1",14,24-378-439-3165,1713.16,BUILDING
148855,Customer#000148855,"wQ9vA7L,foJHMJg43lYG1zkyRd8S1KPC8P",0,10-348-307-8849,7982.38,HOUSEHOLD
112288,Customer#000112288,cVADtPuiWe15oNOgIahNADLiV,15,25-729-482-5745,9370.84,FURNITURE
102811,Customer#000102811,"1RgU1d1nR W1Vm,mD",8,18-617-464-1443,8937.01,MACHINERY
68840,Customer#000068840,VhOuPJZyH4oD2metdQcZHOtErXpIiBxzOhWsAOU0,24,34-715-952-5737,4690.49,HOUSEHOLD
114272,Customer#000114272,"5umL7nXLsFwcTTC3RpI99rXtNKXVBlo0w2wLp,y",10,20-772-807-9833,9634.20,BUILDING
60532,Customer#000060532,99vjfiOln6K5curqGNTk6tx4efHtI5gs7gBXTai,15,25-262-607-2106,9669.77,FURNITURE
72461,Customer#000072461,"Gs2WMl3S,6Sa9",14,24-208-412-2917,737.87,HOUSEHOLD
117529,Customer#000117529,aSRxiw2beUBjYPTth frZ7,15,25-383-726-2673,8822.55,HOUSEHOLD
68686,Customer#000068686,Wfzs92vDHDrmHWwr9MWra4uCHlRk8Mj,4,14-269-463-8414,3279.90,FURNITURE
128834,Customer#000128834,dQhZZQBFXkGcSo74Xu7ikwIdGgRYDtYpJ9MJ3x,4,14-821-787-6026,4724.99,BUILDING
97852,Customer#000097852,Olxnb7oxPd1HZDr1LnBBwy1CBrda5iYb7X,14,24-719-359-2922,5172.75,BUILDING
12856,Customer#000012856,zJOsuw 3kvtc,1,11-266-613-1691,8121.31,HOUSEHOLD
38281,Customer#000038281,c12C0hP33aGIgvE299ugq,11,21-480-296-2804,8047.27,FURNITURE
86261,Customer#000086261,r7Bvi6BAiCZZQe24dE28EyziJnlrOa,15,25-728-357-5803,5645.63,HOUSEHOLD
138316,Customer#000138316,CjLCQvhIZqEk7z9iGWn 08wT8D3hX,9,19-979-355-2476,834.37,FURNITURE
24319,Customer#000024319,mnIHlDWbYfP,7,17-635-150-1369,-110.14,FURNITURE
58280,Customer#000058280,"DVo4ML,aGST1EkFnEDyitR1",7,17-861-491-6918,8958.87,HOUSEHOLD
32314,Customer#000032314,cbbUlXAAApttaOtx W,19,29-859-338-6672,2016.15,MACHINERY
74468,Customer#000074468,MS3LB4MD8nC,17,27-932-510-8570,868.29,MACHINERY
112717,Customer#000112717,"QcSh8,,7SaocNliYkeLm av2imib6bTy",4,14-915-203-1749,3237.71,BUILDING
21719,Customer#000021719,"tdQe6S0sSwmDytZYyeM,qYVyoB",18,28-511-954-4389,1505.66,BUILDING
56756,Customer#000056756,"8Y,tibv964w3lAF s9XL3jGk3mXkRF1aNQwHcz",7,17-636-799-8625,8151.49,FURNITURE
94930,Customer#000094930,ZP4ZNLCKAbK2JX R9dv5TbiS5z D8UgllmaHJYWJ,22,32-656-723-4091,810.10,MACHINERY
93373,Customer#000093373,lqHZLHuO0wUKXeOg42Oq8RBzf,8,18-540-543-7198,444.65,HOUSEHOLD
74702,Customer#000074702,jJt 9WfCU6xm2N3hQy79Mi,19,29-367-424-1800,4622.11,AUTOMOBILE
8249,Customer#000008249,ZChdeE lf0T45FWW11rCf,8,18-488-972-1268,7609.79,AUTOMOBILE
119755,Customer#000119755,G1QF1206bm7PJkWodPh1YoyAI6i4F,13,23-949-288-5624,8752.32,HOUSEHOLD
42487,Customer#000042487,A9AnzPoQs5A,7,17-151-920-5548,4309.63,MACHINERY
119327,Customer#000119327,bRp66WbvIWSBMoBGYgbPEbMjVkLC,20,30-193-594-8884,3993.73,BUILDING
19138,Customer#000019138,ZGeyL47XZH8,10,20-753-730-6569,4942.49,MACHINERY
140446,Customer#000140446,puZ T1DuiRp7sDJjfmK,15,25-677-585-6277,3196.39,BUILDING
39277,Customer#000039277,HzLJxJUFhZdoppi4tvnbup75,4,14-919-172-2434,-307.19,AUTOMOBILE
11264,Customer#000011264,NaE8aZxcOzDzEvppe9q6NduHWmUNN,17,27-991-627-8112,4985.31,AUTOMOBILE
129710,Customer#000129710,xl6h0naVmaZKP36Wbvhm3q,6,16-270-924-7678,8601.09,FURNITURE
31765,Customer#000031765,QfKo5LGxvzucA6HaJFhP,17,27-189-176-6260,5927.29,MACHINERY
24665,Customer#000024665,2Jx2UEYX 6c t5iPE6no,18,28-307-315-7928,2244.39,FURNITURE
138941,Customer#000138941,pqHtK1R3VurUq7xOuqD,20,30-665-241-2958,6205.32,FURNITURE
48190,Customer#000048190,VLJj0GcGtY0GcWWE4LXRroiPbqK97gjKXe64LBL,1,11-112-234-3059,8313.31,MACHINERY
65570,Customer#000065570,jN6V6tB0c51hLM,6,16-427-193-2352,185.62,BUILDING
19786,Customer#000019786,"Dynhcgc4Y h6HnwupwYHfJ,6cpS281X1sD",3,13-427-204-5768,5639.15,MACHINERY
40555,Customer#000040555,3WExnwVd87xMUYZ0fVeNtER,2,12-612-484-5885,3408.56,BUILDING
10415,Customer#000010415,"9x1U2P1yYc,l8ON1Q2khyRHNBIzxwcN",3,13-464-737-4419,3936.20,HOUSEHOLD
76697,Customer#000076697,tZYoKCfrW5lgs,17,27-547-565-7561,8424.57,BUILDING
87358,Customer#000087358,"sHz8U,uFlRhrH7OXNGzEyXc2qyO",24,34-792-601-6209,6027.78,BUILDING
65768,Customer#000065768,"JNtOHFBMk,VqsJDB5tEXiSCl",3,13-700-938-6361,-725.90,FURNITURE
76033,Customer#000076033,TqJsSBmjyoU0f8oXBMuqB9CQ7XB6XfZOpGL,0,10-645-182-3231,-718.33,HOUSEHOLD
115979,Customer#000115979,CRvf856VQtG1fGSQJYRVtiidTpFEYDGo,0,10-900-831-7814,781.85,FURNITURE
110092,Customer#000110092,"WwnYJH,3FQBB9,",19,29-166-950-5535,7434.45,HOUSEHOLD
5710,Customer#000005710,JkvVtONRSF,1,11-397-377-8728,1059.96,FURNITURE
10982,Customer#000010982,"g364Nb2,ghyOfp35Bx5rlvlU7pdiVxxy",11,21-143-168-5165,-703.58,FURNITURE
70805,Customer#000070805,cLFMB GjiYoQk,3,13-491-865-8576,3341.54,FURNITURE
148732,Customer#000148732,dSo7BQ18iuQXkVEHhKjkTsa b ,6,16-179-304-2955,8858.62,MACHINERY
131311,Customer#000131311,chsuEOPyhUiKm,7,17-993-717-1425,1056.75,MACHINERY
16003,Customer#000016003,9DMWqt7zA7EpRDlN34,4,14-694-687-8063,3953.34,BUILDING
800,Customer#000000800,"mpI6pkdnWLZsBbQi4,uUC5Y3TcM9vmRIgZelrQ",14,24-555-630-2261,9443.39,AUTOMOBILE
15799,Customer#000015799,YpTkXEqCDfMx37O8IlK1RcUHRyypx7SqUUjL3U,10,20-883-544-9093,9322.40,BUILDING
122267,Customer#000122267,CW4EnGDZd VSCWiU39 CkTp742eftPfk,19,29-278-627-7688,2841.34,FURNITURE
129793,Customer#000129793,kxHmPjOv5P9Fnyf4ZUNaivnlZ HnbtdnP,22,32-940-779-5752,9166.82,AUTOMOBILE
149191,Customer#000149191,ZBJzenZU 81lzPjGrwEdVh14fYM3HD3nL,9,19-359-499-7697,1052.89,AUTOMOBILE
113639,Customer#000113639,KSdV3nsAgIAQUouj,2,12-877-139-9503,3186.75,FURNITURE
139700,Customer#000139700,RmMCTuHzikCwMrlsaEBLvvO3P6Fe7,24,34-673-718-6247,6117.79,HOUSEHOLD
21172,Customer#000021172,Dk OlxVw7p3tzk461tFMYI7F35KLgFaqoJn,1,11-876-933-6363,6832.34,AUTOMOBILE
79504,Customer#000079504,JNZKMwIRiKX8 t0VZyYj0nPI7y,12,22-162-611-2664,7070.15,MACHINERY
4277,Customer#000004277,UWMpHfa 8BNLTfjnW,15,25-976-245-4315,2502.09,AUTOMOBILE
72812,Customer#000072812,tJj0JMsbXi7DGyU2UMJ2eWOKaiH2Ih0c,7,17-602-882-5735,5938.22,MACHINERY
78821,Customer#000078821,"PJacxcn8m2yeYI1E,JEbBX8PXllupwGUKH168",18,28-139-937-5207,4650.15,HOUSEHOLD
58783,Customer#000058783,uOlb167Wa9b,13,23-654-473-9597,6486.28,FURNITURE
116557,Customer#000116557,",9HGhowLoDTa3FYlOs",10,20-714-570-9636,9855.62,FURNITURE
